event_id,match_id,minute,title,comment,out_player,in_player
560,fa05623c,67',Attempt Saved,Attempt blocked. Derrick Etienne Jr.'s (Toronto FC) with right footed shot from the center of the box with an xG of 8% is blocked by Eduard Atuesta.,,
561,fa05623c,68',Attempt Saved,Attempt saved. Martín Ojeda's (Orlando City) with right footed shot from the right side of the box with an xG of 8% is saved by Sean Johnson.,,
562,fa05623c,,,,D. Etienne Jr.,M. Henry
563,fa05623c,,,,K. Smith,D. Thorhallsson
564,fa05623c,82',Attempt Saved,Attempt blocked. Tyrese Spicer's (Orlando City) with left footed shot from the left side of the box with an xG of 5% is blocked by Sigurd Rosted.,,
565,fa05623c,84',Attempt Missed,Dagur Thorhallsson (Orlando City) with right footed shot from the center of the box with an xG of 37%.,,
566,fa05623c,84',Attempt Missed,Attempt missed. Martín Ojeda's (Orlando City) with left footed shot from the center of the box with an xG of 2% goes over.,,
567,fa05623c,,,,T. Corbeanu,M. Cimermancic
568,fa05623c,,,,S. Rosted,L. Stefanović
569,fa05623c,85',Attempt Saved,Attempt saved. Tyrese Spicer's (Orlando City) with right footed shot from the left half-space outside the box with an xG of 2% is saved by Sean Johnson.,,
570,fa05623c,,,,E. Atuesta,C. Guske
571,fa05623c,90',Foul,Malik Henry (Toronto FC) is shown the yellow card for the foul.,,
572,fa05623c,90'+2,GOAL,"Goal! 4:2. Duncan McGuire (Orlando City) scored with right footed shot from the center of the box with an xG of 25% to the middle right zone. Assisted by Alex Freeman, second assist by Luis Muriel.",,
573,fa05623c,90'+5,Foul,Duncan McGuire (Orlando City) is shown the yellow card for the foul.,,
574,fa05623c,90'+7,Attempt Missed,Attempt missed. Rodrigo Schlegel's (Orlando City) with header from the right side of the box with an xG of 3% misses to the right.,,
575,143512e6,4',Attempt Saved,Attempt blocked. Alonso Martínez's (New York City Football Club) with right footed shot from the central position outside the box with an xG of 5% is blocked by Jackson Ragen.,,
576,143512e6,4',Attempt Missed,Hannes Wolf (New York City Football Club) with header from the center of the box with an xG of 10%.,,
577,143512e6,7',Attempt Saved,Attempt blocked. Jesús Ferreira's (Seattle Sounders FC) with right footed shot from the central position outside the box with an xG of 7% is blocked by Raul Gustavo.,,
578,143512e6,8',Attempt Saved,Attempt blocked. Jesús Ferreira's (Seattle Sounders FC) with left footed shot from the center of the box with an xG of 7% is blocked by Raul Gustavo.,,
579,143512e6,,,,P. de la Vega,P. Rothrock
580,143512e6,41',Attempt Missed,Attempt missed. Tayvon Gray's (New York City Football Club) with left footed shot from the central position outside the box with an xG of 3% goes over to the left.,,
581,143512e6,45'+1,Attempt Missed,Alonso Martínez (New York City Football Club) with right footed shot from the center of the box with an xG of 12%.,,
582,143512e6,45'+1,Attempt Saved,Attempt saved. Justin Haak's (New York City Football Club) with right footed shot from the central position outside the box with an xG of 9% is saved by Stefan Frei.,,
583,143512e6,45'+2,Foul,Kevin O'Toole (New York City Football Club) is shown the yellow card for the foul.,,
584,143512e6,45'+4,Foul,Justin Haak (New York City Football Club) is shown the yellow card for the foul.,,
585,143512e6,45'+6,Attempt Missed,Attempt missed. Andrés Perea's (New York City Football Club) with left footed shot from the left side of the box with an xG of 3% goes over.,,
586,143512e6,45'+8,Yellow Card,Matt Freese (New York City Football Club) is shown the yellow card for poor sportsmanship.,,
587,143512e6,46',Attempt Saved,Attempt blocked. Maxi Moralez's (New York City Football Club) with header from the center of the box with an xG of 5% is blocked by Jackson Ragen.,,
588,143512e6,51',Attempt Saved,Attempt blocked. Andrés Perea's (New York City Football Club) with right footed shot from the center of the box with an xG of 7% is blocked by Jackson Ragen.,,
589,143512e6,53',Attempt Missed,Attempt missed. Hannes Wolf's (New York City Football Club) with left footed shot from the left half-space outside the box with an xG of 2% goes over to the left.,,
590,143512e6,,,,Á. Roldán,J. Bell
591,143512e6,,,,João Paulo,S. Brunell
592,143512e6,58',Attempt Saved,Attempt saved. Kalani Kossa-Rienzi's (Seattle Sounders FC) with right footed shot from the right side of the box with an xG of 5% is saved by Matt Freese.,,
593,143512e6,59',Attempt Saved,Attempt blocked. Danny Leyva's (Seattle Sounders FC) with right footed shot from the central position outside the box with an xG of 3% is blocked by Andrés Perea.,,
594,143512e6,61',GOAL,Goal! 0:1. Jordan Morris (Seattle Sounders FC) scored with header from the center of the box with an xG of 9% to the middle right zone. Assisted by Albert Rusnák.,,
595,143512e6,,,,M. Moralez,J. Fernández
596,143512e6,,,,H. Wolf,A. Ojeda
597,143512e6,,,,R. Gustavo,J. Shore
598,143512e6,64',Foul,Albert Rusnák (Seattle Sounders FC) is shown the yellow card for the foul.,,
599,143512e6,65',Attempt Saved,Attempt blocked. Albert Rusnák's (Seattle Sounders FC) with right footed shot from the center of the box with an xG of 7% is blocked by Jonathan Shore.,,
600,143512e6,67',Attempt Saved,Attempt saved. Thiago Martins's (New York City Football Club) with header from the center of the box with an xG of 3% is saved by Stefan Frei.,,
601,143512e6,68',Attempt Saved,Attempt saved. Kevin O'Toole's (New York City Football Club) with left footed shot from the central position outside the box with an xG of 3% is saved by Stefan Frei.,,
602,143512e6,69',Attempt Saved,Attempt saved. Nicolás Fernández's (New York City Football Club) with left footed shot from the central position outside the box with an xG of 3% is saved by Stefan Frei.,,
603,143512e6,70',Attempt Saved,Attempt saved. Jesús Ferreira's (Seattle Sounders FC) with right footed shot from the center of the box with an xG of 11% is saved by Matt Freese.,,
604,143512e6,76',Attempt Saved,Attempt blocked. Alonso Martínez's (New York City Football Club) with right footed shot from the center of the box with an xG of 14% is blocked by Jackson Ragen.,,
605,143512e6,77',Attempt Missed,Attempt missed. Tayvon Gray's (New York City Football Club) with right footed shot from the right half-space outside the box with an xG of 2% goes over to the right.,,
606,143512e6,,,,A. Perea,M. Carrizo
607,143512e6,,,,T. Gray,M. Ilenic
608,143512e6,82',Corner,"Goal! 1:1. Nicolás Fernández (New York City Football Club) scored with left footed shot from the center of the box with an xG of 17% to the top right corner. Assisted by Julián Fernández, second assist by Máximo Carrizo.",,
609,143512e6,,,,J. Morris,D. Musovski
610,143512e6,,,,J. Ferreira,R. Baker-Whiting
611,143512e6,87',Corner,Goal! 1:2. Jackson Ragen (Seattle Sounders FC) scored with header from the center of the box with an xG of 22% to the top right corner. Assisted by Danny Leyva.,,
612,143512e6,90'+2,Attempt Saved,Attempt blocked. Alonso Martínez's (New York City Football Club) with header from the center of the box with an xG of 6% is blocked by Kalani Kossa-Rienzi.,,
